,Text,Label
3429,"Bülent Serttaş'ın mentionı beni çok üzdü ya, gördüğümden beri kalbim kırık.",üzgün
3430,"Tuncelide helikopter kazasında kaybettiğimiz şehitlerimize Allahtan rahmet dilerim, Büyük acı Işıklar içinde yatsınlar Başımız sağolsun ",üzgün
3431,aynı şeyi düşünüp farklı dil konuşanlara çok üzülüyorum ,üzgün
3432,Keşke suskunluğum saygımdan olsa ben saygıyı geçtim ben kırgınım,üzgün
3433,Tükenmişlik sendromuna 22 imde yakalandım ,üzgün
3434,Duygusal film izleyeyim dedim oturdum kendi hayatıma ağlıyorum,üzgün
3435,Bende hasta olmaya başladım sıkıntıdan,üzgün
3436,Her gün kötü bir güne uyanıyoruz bu ülkede ,üzgün
3437,Ağlıyorum ya bu hayal sahneleri beni bitirdi,üzgün
3438,Ya oturdum sıkıntıdan nat geo da ahmak bilimini izliyorum kim daha kötü tartışmayalım isterseniz,üzgün
3439,Son farmakoloji dersini de veremedik ağlayacağım sayın seyirciler ,üzgün
3440,Anlamak istemeyen anlamak isteyenin vaktini çalmasa keşke ,üzgün
3441,Onca çektiğim sıkıntıdan sonra . Hiç kimsenin acısı açıkcası umrumda değil .,üzgün
3442,Moralim harbiden çok bozuk yav harbi baya kötüyüm,üzgün
3443,Patetes cipsi dünyada karşı koyamadığım tek yiyecek. Çok kötüyüm şu an,üzgün
3444,Çok üzgünüm Hepimizin başı sağolsun bütün insanlığın ,üzgün
3445,"Üzüntüden, ağlamaktan kirpiklerim dökülüyor çok güzel şimdi de onları nasıl uzatacağım diye ağlıyorum.",üzgün
3446,Uykuyla dinlenemeyecek kadar yorgunum artık... ,üzgün
3447,Dert ortağım ayıcığımı kaybettim hüzünlüyüm,üzgün
3448,Keşke çocukluğum karşımda dursa da ona bir kerecik sarılabilsem.,üzgün
3449,Kafam cam kırıklarıyla dolu doktor Bu nedenle beynimin her hareketinde düşüncelerim acıyor anlıyor musun ,üzgün
3450,"kendimi üzgün hissediyorum, sanki tüm dünya’ya kırgınım.",üzgün
3451,"Keşke tek tüm yanlışlarımız , yazım yanlışları olarak kalsaydı.",üzgün
3452,Tuncelideki kazada hayatını kaybedenlere çok üzüldüm. Yakınlarına sabır ve başsağlığı dilerim ,üzgün
3453,"Keşke hayal kırıklığı zayıflatsaydı, ne güzel şimdiye kadar yok olmuştum",üzgün
3454,Hakkari Çukurca'da Şehit Düşen Kozan'lı Piyade Er Yusuf DEMİRYÜREK'E Allah'tan Rahmet Kederli Ailesine Başsağlığı Dilerim. ,üzgün
3455,Hayal kurmazsan hayal kırıklığı da olmaz. Üzülmezsin işte. ,üzgün
3456,İstanbul şartları olup bitenden daha fazla etkilenip üzülmeye elden bir şey gelmemesine ve mutsuzluğu katlamaya birebir ,üzgün
3457,Yapılan fedakarlıklara vefasız oluşunuza kırgınım,üzgün
3458,"Kadir Akaras beyin babası vefat etmiş, Allah sabırlar versin, Kadir beye başsağlığı diliyorum.",üzgün
3459,Ben böyle kadere çok kırgınım,üzgün
3460,Fotoğrafta dolmuş gözlerini hissettim çok kötü oldum,üzgün
3461,Yarın dersaneye ağlayarak gitmemek için erkenden yattım arka fonda uyku imkansız çalıyor şu an ,üzgün
3462,Ağlıyorum şu an çok kötü oldum niye üzdünüz adamı ,üzgün
3463,Önemli olanı unutmak önemsiz küçük şeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ,üzgün
3464,Bugün yapılan hain saldırıda hayatını kaybeden vatandaşlarımıza Allahtan rahmet yakınlarına başsağlığı yaralılara da acil şifalar diliyorum ,üzgün
3465,Keşke ilk dersimiz beden eğitimi olsaydı ,üzgün
3466,"Kanatlarını kırıp karşınızdakinin, uçmasını bekliyorsunuz. Öyle olmuyor. Keşke olsa.",üzgün
3467,Duygusal bir dizi izleyince aniden gelen ağlama hissi.,üzgün
3468,Başım çatlıyor ağrıdan. Olabildiğince üzgünüm.,üzgün
3469,Keşke tek sosyal medya twitter kalsa bi anda insta falan çökse,üzgün
3470,Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.,üzgün
3471,Hava soğuk ve senin yüzünden sarılamıyoruz sana bu yüzden biraz kırgınım,üzgün
3472,"En ufak abartı yok bu diyeceğimde. Bazı günleri, bazı insanları ve bazı anları özlemekten soldum, tükendim, halim kalmadı.",üzgün
3473,Sen muhteşem bi detaysın ama benim artık detaylara takılacak halim kalmadı.,üzgün
3474,"İnsanların işi düşüklerinde aranan ve her işlerini çözen insan olmaktan bıktım, yoruldum artık... ",üzgün
3475,19 liralık para üstünü bozuk para olarak veren garanti atmye kırgınım,üzgün
3476,"Biraz da sen gayret et bizim için, inan ben çok yoruldum.",üzgün
3477,Herkes hak ettiğini yaşıyorsa eğer ben kime ne yaptım da mutsuzum.,üzgün
3478,Yemin ederim hayatımın en umutsuz dönemlerindeyim ya bir şeylere heves etmeye bile halim kalmadı.,üzgün
3479,Moralim bozuk ve ilgiye ihtiyacım var ama herkes uzakta,üzgün
3480,Beni bu yaşımda ekmek almaya gönderen hayata da bir parça kırgınım.,üzgün
3481,Mutlu olmamı gerektirecek bi sebep olmadığı için mutsuzum,üzgün
3482,Biri benim yerime yaşayabilir mi benim halim kalmadı da,üzgün
3483,Moralim o kadar bozuk ki böyle zamanlarda destek olacak biri olmalı yanında ama nerde bende o şans ,üzgün
3484,Aslına bakarsan bir çok şeyden yoruldum mesela kendimden,üzgün
3485,Ders çalışsam mutsuzum çalışmayınca vicdan azabı çekiyorum yine mutsuzum,üzgün
3486,Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.,üzgün
3487,Alttan derslerimi sabahın körüne koyan sisteme de kırgınım,üzgün
3488,"Hayatta çok üzüldüm ağladım, çok yıprandım ama yaptığım hiçbir şeyden bir deneyim diye aldığım farklı rimel kadar pişman olmadım.",üzgün
3489,Aslında moralim bozuk ama gülesim de geliyor,üzgün
3490,"Moralim bozuk, 10 sayfayı anlamadan okumuşum yine",üzgün
3491,O kadar moralim bozuk ki zorla bile gülemiyorum,üzgün
3492,Arkadaşlar moralim bozuk ben sigara kullanmıyorum biri benim yerime yakabilir mi?,üzgün
3493,Moralim bozuk. Canım sıkkın. Param yok. ,üzgün
3494,"Moralim bozuk değil ama iyi de değil, bir derdim yok ama varmış gibi, kötü değilim ama iyi de değilim. Falan filan... .",üzgün
3495,Sınav haftası ilgiye ihtiyacım var moralim bozuk,üzgün
3496,Moralim bozuk ama niye bozuk onu bilmiyorum,üzgün
3497,Kendimle anlaşamadığım gibide kimseyle anlaşamıyorum yoruldum,üzgün
3498,Moralim bozuk ve kalbim hiç olmadığı kadar kırık,üzgün
3499,moralim bozuk olduğunda herşeyi sorun haline getirip moralimi daha beter bozmak gibi bir yeteneğim var,üzgün
3500,O kadar moralim bozuk ki şu an internet niye bu kadar kötü diye ağlıyorum,üzgün
3501,şunu şöyle yazarken yüreğim parçalandı şu an çok mutsuzum,üzgün
3502,"çok mutsuzum , çok hastayım, çok yorgunum, bir parça merhamete hasretim. Güldürün beni biraz bari.",üzgün
3503,"yalnızım, mutsuzum, sıkıldım, çalışmak istemiyorum, açım",üzgün
3504,Gece gece duvarımla uğraşıyorum çünkü sıkıldım,üzgün
3505,aykut kocaman takımın başında haberiyle uyandım ya çok mutsuzum,üzgün
3506,mutsuzum çünkü ders çalışamıyorum odaklanamıyorum sınav haftam yaklaştı ders çalışamıyorum her konudan eksiğim var hayattan sıkıldım,üzgün
3507,o kadar mutsuzum ki artık kalbim fiziksel mi duygusal mı acıyor anlayamıyorum,üzgün
3508,Çok mutsuzum diye ağlamak istiyorum,üzgün
3509,Bazen kendimi çok mutsuz hissediyorum acaba gerçekten hep mi mutsuzum diye sorguluyorum,üzgün
3510,Öyle laf olsun diye değil ama. Cidden şişmanım ve mutsuzum. Keşke ölsem.,üzgün
3511,Mutsuzum hemde çok bazen sanki kimse beni sevmiyormuş gibi geliyor,üzgün
3512,Tırnağım kırıldı diye mutsuzum yoksa başka bir sebep falan değil,üzgün
3513,Bugün saat 10 dan uyumak istiyorum o kadar yorgun ve mutsuzum ki anlatamam,üzgün
3514,Uzaylılar dünyadan sıkıldım gelin artık alın beni bi uzaylı istilasına ihtiyacım var,üzgün
3515,Hayat artık beni diskalifiye et gözünü seveyim tükendim,üzgün
3516,Sıradan çinko karbon piller gibi tükendim resmen.,üzgün
3517,"Belirsizliklerden çok sıkıldım, net olun.",üzgün
3518,Haftaya sınavlarım başlıyor ve tükendim.,üzgün
3519,Daha 3 gündür soğuk ve ben şimdiden tükendim,üzgün
3520,Kendimi güçlü falan hissetmiyorum tükendim artık,üzgün
3521,Tükenmişlik sendromuna yeni boyutlar getirecek kadar tükendim.,üzgün
3522,"Var ya böyle kendimi lime lime kesip ölmeyi beklemek istiyorum artık. İçime içime üzülmekten, kimseye anlatmamaktan tükendim.",üzgün
3523,Sana kalan son gücümle geldim derken şaka yapmıyodum ve tükendim artık hiç bileye gücüm kalmadı,üzgün
3524,"Çok sıkıldım , azcık da şu tarafa doğru sıkılıyım",üzgün
3525,Olmayınca zorlamaktan tükendim artık. Biri de çıksın benim için zorlasın tüm olmazları.,üzgün
3526,Neden yıkılan köprüleri hep ben inşa ediyorum... Neden bir tuğla da siz koymuyor sunuz?? Yoruldum…Gerçekten yoruldum..,üzgün
3527,"Biraz da sen gayret et bizim için, inan ben çok yoruldum.",üzgün
3528,Bazı insanlar espiri yapmasın gün boyunca yoruldum ya..,üzgün
3529,Sana her dokunduğumda yanmaktan yoruldum,üzgün
3530,"Bazılarına o kadar kırgınım ki, kırgın olduğumu söylemeyecek kadar..",üzgün
3531,Çevremde kimseyle konuşmak istemiyorum.İcimde fırtınalar kopuyor.Mutlu gibi görünmekten yoruldum.,üzgün
3532,Her sene kurtulcam bu şehirden demekten ben yoruldum. Bir sal artık beni ya. Bu son kış olsun yeter.,üzgün
3533,Ben gözlerimi bir sana açmışken senin bakar gibi yapıp dünyayı seyretmene kırgınım.,üzgün
3534,Cidden çok sıkıldım resmen rezillik yeter artık bıktım,üzgün
3535,hayatımın yarısı yediğim kazıkları çıkarmakla geçti ve yıprandım,üzgün
3536,Kendimden taşınmak istiyorum artık çok yıprandım yeni sıfır bir ben lazım bana.,üzgün
3537,Okumaktan bıktım bunaldım yıprandım,üzgün
3538,Mahvoldum bittim sıkıldım bunaldım üzüldüm tükendim yıprandım kelimeleri benim için gibi sanki,üzgün
3539,Sıkıldım yoruldum insanların ön plana çıkma istekleri istekleri çıkarları ... yıprandım,üzgün
3540,çok sıkıldım ya siz sıkılmadınız mı gençler sanki saat geçmiyor,üzgün
3541,Öyle kırgınım ki Hiçbir özrün telafi edemeyeceği kadar yoruldum yıprandım Beni üzen kıran Herkesten vazgeçtim ... !!!,üzgün
3542,Geçmişte çok yıprandım o yüzden geleceğimi umursamıyorum,üzgün
3543,Haftalardır çantamda kitap gezdirip bir türlü okumaya fırsat bulamıyorum yıprandım.,üzgün
3544,"Bildiğim tek şey fazlasıyla yıprandım, fazlasıyla tükendim. senelerce beklemek beni yordu çok yordu. hayal ettiğim o güzel günler gelsin artk",üzgün
3545,Dgslilerin sorunu ne integral ne trigonometri.Şimdi sen kaç yıl daha okuyacaksın sorusu.Yoruldum anlatmaktan.,üzgün
3546,"Of bu sabah kimse mesaj atmamış günaydın falan filan diye, kırgınım",üzgün
3547,"Biraz da kayboldum, yoruldum ama kaçmadım savaş yanlısı saçlarından",üzgün
3548,"Keşke bütün sorunlarımı uyuyarak çözebilseydim, ben uyumayıp çözmeye çalışıp üstüne bir de çözemiyorum yaşayamıyorum ben hayatı",üzgün
3549,Batak oynayan gelsin sıkıldım anam,üzgün
3550,O kadar yoruldum ki herşeyden yanlış durakta indiğimi bile ana caddeye çıkınca anladım,üzgün
3551,Neden yorgunsun sorusuna cevap aramaktan ve bunu sormasınlar diye gülümsemekten yoruldum.,üzgün
3552,Okula bir gün gitmedim fare kesmişler bu arada şarj aletimi yurtta unuttum mutsuzum,üzgün
3553,yine mutsuz olacak bir şey buldum kendime. çok mutsuzum..,üzgün
3554,içimde neden bok gibi bir his var ve ben neden bu kadar mutsuzum,üzgün
3555,Mutsuzum ve çok hastayım güldür beni doktor,üzgün
3556,Çok mutsuzum Heidi'nin pislik Clara'nın evinde hapsolduğu bölümleri izleyip ağlıyorum.,üzgün
3557,Şaşırmayı unuttuğumdan beri mutsuzum o yüzden acemi şeyler arıyorum sokakta,üzgün
3558,"Başım ağrıyor ve açlıktan bayılmak üzereyim, mutsuzum",üzgün
3559,"Arkadaşlar ben tükendim, siz devam edin.",üzgün
3560,Ay tükendim nokta. Vizeler tükenmedi tükenmez kalem bile tükendi,üzgün
3561,ay galiba tükendim pek emin değilim ama bence tükendim,üzgün
3562,Yolda yürürken birden yere oturup tükendim yeter demek istiyorum,üzgün
3563,Ben artık ne kadar tükendiğimi bile anlatamıyorum. Tükendim çünkü.,üzgün
3564,Ve her acı insanı daha güçlü yapıyor. Çok yıprandım ama daha güçlüyüm.,üzgün
3565,"Sana uzaklardan feryat ediyorum, çamurlandım kirlendim yıprandım. Manasız herşey ve herşey anlamsız.",üzgün
3566,Farkettim de son 5 gündür falan tweetlerimde vize kelimesi göze çarpıyor. Çok yıprandım.,üzgün
3567,Bazı arkadaşlarımızı verip iki tabak mantı alabilsek keşke,üzgün
3568,Hayatımın yarısı yediğim kazıkları çıkarmakla geçti ve yıprandım,üzgün
3569,"Not görmekten, sınava girmekten öğk geldi. Her gün robot gibi aynı şeyleri yapmaktan bıktım artık kuscam ",üzgün
3570,Ya bıktım ben bıktım insanların beni aptal yerine koymasından bıktım ,üzgün
3571,Bir haftadır sürekli limonlu sıcak su içmekten bıktım yeter hastalık peşimi bırak,üzgün
3572,İnsanlardan insanlara laf anlatmaktan gerçekten sıkıldım .,üzgün
3573,Fiziğin yeniden yeniden yeniden allah belasını versin ya yeter ya bıktım ,üzgün
3574,Bebeler ben hasta olucam üşüyorum başım ağrıyor burnum ağrıyor halsizim mutsuzum benimle bir ilgilenin,üzgün
3575,Ya ben sizin bu ergenliklerinizden çok sıkıldım,üzgün
3576,"Sensiz; mutsuzum, ziyanım, kayıbım ve ölü bir adamım..",üzgün
3577,Evime tablo almıştım 3 tane çogzel ama çerçeveleri kırık geldi iade ettim çok beğenerek almıştım mutsuzum :(,üzgün
3578,Gratise giden varsa bana hediye alsın mutsuzum,üzgün
3579,"Çok mutsuzum, ya çiğköfte yemem lazım, ya makarna yemem lazım ya da alışveriş yapmam lazım.",üzgün
3580,Hastanede kullandığım beyaz kalemim kırıldı o kadar mutsuzum ki,üzgün
3581,Yıldım yıprandım soldum daha nasıl anlatılabilir bilmiyorum ama siz anlayın,üzgün
3582,Çok yıprandım bunu da para cezasına çevirelim lütfen.,üzgün
3583,"Üzgünüm, tekrar birine kendimi anlatabileceğimi sanmıyorum.",üzgün
3584,"Kırıldım, döküldüm, yıprandım ve hiç kimsenin bundan haberi yok",üzgün
3585,Bu hafta ben. İlk defa vize haftasında bu kadar yıprandım,üzgün
3586,Üzgünüm ama gayet mantıklı konuşuyorum. Sadece siz anlayamıyorsunuz.,üzgün
3587,Saat bir an once 6 falan olabilir mi.. çok bunaldım.,üzgün
3588,Vizelerden o kadar bunaldım ki pazar sabahı ülkeyi terkedeceğim,üzgün
3589,"Keşke başka insanlara değil kendime güvenseydim, en azından yarı yolda kalmazdım",üzgün
3590,Çok düşündüm çok bunaldım yeter eve tıkılıp kaldım çalış çalış nereye kadar biraz coşmak lazım,üzgün
3591,Hiç hissetmediğim kadar özgür hiç olmadığım kadar mutsuz hiç düşünemeyeceğim kadar umutsuzum,üzgün
3592,Yorgunum uykusuzum hastayım umutsuzum en kötüsü de mutsuzum tüm bunların tabikide okulla ilgisi var,üzgün
3593,"Kardeşime asphalt oynasın diye bilgisayarı verdim, pişmanım.",üzgün
3594,Bir umuda sarılarak yaşıyorum ama aslında çok umutsuzum.,üzgün
3595,"Bayanlar ligine bahis almış gibi umutsuzum. Keyifsizim, halsizim. Başakşehir 1 olur.",üzgün
3596,ben artık iyi şeyler olsun diye çaba sarf etmekten sıkıldım,üzgün
3597,"bu gece 7 senedir benimle olan emektar arkadaşım, canım kalemimi kaybettik, çok üzgünüm ",üzgün
3598,Çok çok üzgünüm. Hem yitirdiğiniz canlarınız için hemde sizin ölmenize sevinen bizim öküzler için,üzgün
3599,odamda örümcek var çok fazla üzgünüm her yerim kaşınmaya başladı kocaman,üzgün
3600,okuldan erken çıktım yüzyılın olayları yaşanıyordur kesin şu an üzgünüm,üzgün
3601,kafamı toparlayamıyorum bir kere gözlerim daldığında bir daha düzelemiyorum iyice tükendim bittim yokum,üzgün
3602,Biriniz yüzünden hepinize duvarlar ördüm. Üzgünüm.,üzgün
3603,Gratis nolur artık indirim yapma tükendim,üzgün
3604,Bende tükendim ziyadesiyle ama insanlar tarafından değil bizzat kendi tarafımdan,üzgün
3605,"Kendime sürekli saksıyı çalıştır, biraz glikoz harca diye diye tükendim",üzgün
3606,İki üniversite okumaya kalkan aklıma tüküreyim tükendim,üzgün
3607,yolda yürürken birden yere oturup tükendim yeter demek istiyorum,üzgün
3608,Moralim bozuk hadi bana moral depolayın,üzgün
3609,Moralim bozuk baya bozuk öyle böyle değil nasıl bozuk ama varya,üzgün
3610,Şu an o kadar moralim bozuk ki. Kulaklığımı unutmuşum. Güne puanım -1.500 ,üzgün
3611,Gratiste %50 indirim var ama ben hala mutsuzum ,üzgün
3612,Kokoreç yerken bile canım yanıyor çok mutsuzum,üzgün
3613,O kadar mutsuzum ki yatağıma yatıp şarkı dinleyerek uykuya dalmak istiyorum ve sonsuza kadar o yataktan çıkmamakta tek hayalim,üzgün
3614,Yeni aldığım kıyafetlerimi bir yerde unuttum ama nerde bilmiyorum çok mutsuzum çok efkarlıyım ,üzgün
3615,Hesaplamalarıma göre düzenli sporu bıraktığımdan beri mutsuzum,üzgün
3616,"Sensiz; mutsuzum, ziyanım, kayıbım ve ölü bir adamım..",üzgün
3617,Yarın okula gitmek istemiyorum şimdiden anneme karnım ağrıyor diye ağlıyorum umarım sabahta inanır da gitmem ,üzgün
3618,Şeytan diyor sat evi arabayı bitcoine para göm. 6 bin iken almadım pişmanım :(,üzgün
3619,Hayrından umutsuzum getirme bari şerrini.,üzgün
3620,yine üzgün ve mutsuz üstelik umutsuzum,üzgün
3621,Mutsuzum umutsuzum çare yok mu yarına (Vizelerde geldiğim nokta),üzgün
3622,"Yorgunum, mutsuzum, umutsuzum ben bu üçgenin içinde kahrolup gidicem",üzgün
3623,Zorla gezmeye götürülüyorum ağlayacağım,üzgün
3624,Sporda yıldız tilbe dinliyorum o kadar umutsuzum işte,üzgün
3625,Artık fal bile kapatmıyorum o kadar umutsuzum,üzgün
3626,Sen 12 saatlik yoldan turşu getir bozuk çıksın. Moralim bozuldu,üzgün
3627,Moralim bozuk diye telefon aldım yine moralim düzelmedi. Uçurumdan atın beni ya,üzgün
3628,Moralim hala çok bozuk 1-2 gün fazla online olamam hakkınızı helal edin,üzgün
3629,Puscifer ı yeni keşfettiğim için çok pişmanım. :( ,üzgün
3630,bugün hepimiz erken yatıcaz moralim bozuk,üzgün
3631,"Çok özledim ama uzak durmak zorundayım, bu acıyı bilemezsin.",üzgün
3632,Huzursuzum. Mutsuzum. Iyiler gidiyor. Dünyayı kötüler sardı. Dört duvar üzerime geliyor.,üzgün
3633,Montreal’de hava -6 dereceymiş moralim çok bozuk.,üzgün
3634,Moralim o kadar bozuk ki Avrupa Yakası izleyip moralimi düzeltmeye çalışıyorum şu an,üzgün
3635,Keşke verdiğimiz değere biraz olsun değseniz,üzgün
3636,küfür olduğu için üzgünüm yakışmadı bana,üzgün
3637,"Anam beni zorla akraba ziyaretine götürüyor, üzgünüm",üzgün
3638,"Doğru olmayan bir şeyi kabul edemem, üzgünüm. :(",üzgün
3639,"Bence Türkiye diyet yapılabilecek bir ülke değil, üzgünüm.",üzgün
3640,"Kendime zor katlanıyorum ben, sizin boş triplerinizi hiç çekemem üzgünüm",üzgün
3641,Bugün bu hayat beni çok yordu ya yemin ederim yıprandım fanusta yaşıyorum,üzgün
3642,Gözlerinin yeşilini değil ormanın yeşilini özledim.,üzgün
3643,Her şeyin bilincindeyim keşke olmasam,üzgün
3644,Yoruldum. Yıprandım. Tükendim. Ben bu sefer harbi bittim.,üzgün
3645,"Keşke tüm umutlarımı kaybettiğim anda bir mucize olsa, mesela tam şu an.",üzgün
3646,üzgünüm seni üzdüm ama pişman değilim,üzgün
3647,Hayal kırıklığı yaşamaktan yıprandım,üzgün
3648,Umarım gözlüğüm gelmiştir özledim,üzgün
3649,Büyü var sanırım üstümde ya mutlu olacakken birileri bozuyor vallahi bu nedir bıktım ya,üzgün
3650,Anasayfam da özledim tweetleri görüyorum biri de beni özlesin... .,üzgün
3651,Bıktım 2.438 takipçiden ya unf atın azalsın ya da bir şekilde artsın,üzgün
3652,"Üstüm başım dağınık çünkü bıktım dünyadan Her taraf karanlık, beni çıkarın burdan",üzgün
3653,Üzüldüm ama bunları yedirdiğin dutlara sayıyorum,üzgün
3654,"Özledim... Söyleyeceklerim bu kadar, kısa ve derin.",üzgün
3655,Köyde yaşadığım günleri ve inekleri otlatmayı özledim,üzgün
3656,Yanıldığımı sanmıştım üzüldüm bugün gördüm ve bir kez daha kimseye güvenmemek gerekiğini anladım,üzgün
3657,O uykuyu otobüste uyuyarak tükettiğim için üzgünüm,üzgün
3658,Aşırı yorgun ve mutsuzum. Galiba hayattan bir beklentim de yok,üzgün
3659,Yine bir dönüş vakti Ve içimde bir dem hüzün..,üzgün
3660,"O günden beri, evet seni sevdiğim, unutmak istediğim o günden beri çok mutsuzum..",üzgün
3661,aramızda kalsın demeseydin keşke üzgünüm sevdiceğim :(,üzgün
3662,"Bugün çok yorgun ve mutsuzum, bir an önce ölmek istiyorum",üzgün
3663,Yine herkes Maraş'a gittiği için biraz mutsuzum,üzgün
3664,Bugün Fotoğraf çekilme arkadaşım tarafından ekildim taksimin göbeğinde mutsuzum.,üzgün
3665,Tükenmişlik sendromu yaşıyorum gerçekten tükendim,üzgün
3666,"ALESi, formasyon sınavı, alan sınavı galiba ben tükendim siz devam edin",üzgün
3667,Üzgünüm ama ben mutsuz olduğumda sadece Sezen Aksu dinlerim.,üzgün
3668,Herkes güçlü olmamı bekliyor ama ben gerçekten tükendim,üzgün
3669,Kitap okumayı özledim..,üzgün
3670,Vizeler bitti bende bittim. Tükendim yeminle,üzgün
3671,"Naifçe gayrimeşru kovalardık, özledim o yılları.",üzgün
3672,Hafız beni ağlatma zaten üzgünüm,üzgün
3673,Özledim diyorsun mektubunda. Sadece kuru bir özledim mi yazdı yanık yüreğin. ,üzgün
3674,"Kaygılı insanlarla dertleşmeyi seviyorum çünkü anlaşıldığımı hissediyorum. Bıktım ""abartma, boşver"" diyenlerden",üzgün
3675,Yazılılar her şeyi engelliyor bıktım bıktım stresinden de kendisinden de,üzgün
3676,Anlayışlı taklidi yapmaktan bıktım toplu katliam yapıcam o olucak,üzgün
3677,Gene grip oldum bıktım ya,üzgün
3678,Bıktım ya neden bu kadar beleşçisiniz arkadaşlar,üzgün
3679,"Artık İngilizce dersler çalışmaktan bıktım.. Bir an önce vizeler bitse de Portekizce, Almanca ve İspanyolca çalışmaya geri dönsem",üzgün
3680,Instagramda yanlışlıkla herkese kalp göndermekten bıktım kaldırın artık şu özelliği,üzgün
3681,Of ben yine niye dertlendim durduk yere ya resmen boş vakitlerimde hobi olarak kendime dert ediniyorum,üzgün
3682,"Sonra da Ceren dalga geçti oluyor, gece gece dertlendim",üzgün
3683,Sen anlat Karadeniz paylaşımlarından bıktım,üzgün
3684,Benim gelmemi mi bekliyorlar nedir bıktım inşaat sesinden,üzgün
3685,Üzgünüm size çok destek olamıyorum hafta sonu malum misafirlik ,üzgün
3686,Kaç gündür dershaneye gitmiyorum özledim galiba,üzgün
3687,bugün yıkığım biliyor musun bezginim çaresizim umutsuzum,üzgün
3688,emin olma duygusunu çok özledim ya nereye elimi atsam hep şüphe,üzgün
3689,Merhaba antalyadan gidiyorum biraz hüzünlüyüm,üzgün
3690,Bugün güne yarın K.maraşa gideceğimi hatırlayarak uyandım. Hüzünlüyüm.,üzgün
3691,Trabzondayken evde olduğum her saat için hüzünlüyüm,üzgün
3692,bu gece tüm kankalarımı kaybettim hüzünlüyüm elleşmeyin ,üzgün
3693,Gereksiz zaman kayıpları için köpek gibi pişmanım lan,üzgün
3694,Bugün Fatih Istanbul'u fethedemeden bitirdik okulu hala hüzünlüyüm,üzgün
3695,Yarın deneme sınavı var 2 gün boyunca uyuyacaktım ben ya hüzünlüyüm ::/,üzgün
3696,Ben artık kendimi savunmaktan yoruldum demekten bıkmadınız mı ,üzgün
3697,Yoruldum artık ya cidden düşünmekten falan çok yoruldum,üzgün
3698,İhtimallerden yoruldum olmucaksa olmasın artık,üzgün
3699,"Bir tren camından dünyayı gördüm, haline üzüldüm.",üzgün
3700,Naim Süleymanoğlu vefat etmiş çok üzüldüm. Mekanı cennet olsun. Hoşçakal dev adam. ,üzgün
3701,"Bana yalan söylediğine üzülmedim, bundan sonra sana inanamayacağıma üzüldüm.",üzgün
3702,Şehitlerimiz var. Çok üzgünüm. Allah makamına erdirsin. Milletimizin başı sağolsun.,üzgün
3703,üzgünüm senin için yanıcak canım kalmadı,üzgün
3704,Çok kötüyüm kankalarımdan bir tanesi İtalya’ya bir tanesi askere gidiyor ne oluyor,üzgün
3705,"sen terkettin, sen çağırdın. sen kırdın, sen sitem ettin ama hala ben kötüyüm.",üzgün
3706,Çok mutsuzum ama adonisimi kaybedersem daha mutsuz olucam alışverişi ,üzgün
3707,Gratise vereceğim parayı kpss kitaplarına verdiğim için fazlaca mutsuzum,üzgün
3708,Ben sana çok kırgınım. Tarifi yok bunun..,üzgün
3709,"ragnar öldü, aşırı mutsuzum. vize haftası bile böyle koymamıştı... ",üzgün
3710,aşkım çok kötüyüm hemen beni istemeye gelebilir misiniz.,üzgün
3711,Kalbim dayanamayacak ağlıyorum… Telefonu bırakıyorum… Kötüyüm... ,üzgün
3712,bundan sonra kimseye ücretsiz arkadaşlık hizmeti vermiyorum çiçek gibi çocuğum yıprandım artık,üzgün
3713,Bu duyguları kaybettiğimiz için çok üzgünüm. ,üzgün
3714,İster misin şimdi “Seni çok özledim” diye mesaj geliyormuş.,üzgün
3715,"Allah'ım çok yıprandım bi işe yaramam artık, ölebilir miyim lütfen.",üzgün
3716,Sığ yüzümü kapattığım saçlarımı kestirdiğimden beri çok pişmanım.,üzgün
3717,"Ne olur artık birileri beni anlasın. Çünkü tükendim, yıprandım, yoruldum.",üzgün
3718,Yıllar sonra ilk defa aradım haklı olan bendim çok pişmanım aradığım için,üzgün
3719,Uyumadığım zamanlar için çok pişmanım..,üzgün
3720,Herkesten o kadar bunaldım ki anlatamam,üzgün
3721,Yavşağın biri son ses Azer Bülbül açmış durduk yere dertlendim,üzgün
3722,"Yine lig düştük iyi mi, dertlendim bak",üzgün
3723,Olamadıklarım için üzgünüm. Beni olduklarımla kabullen..,üzgün
3724,O kadar yorgunum o kadar tükendim ki olmayan şeyler duyup görüyorum,üzgün
3725,sana harcadığım o kadar boşa zaman içinde pişmanım,üzgün
3726,Askıya alınan hesaplarım beni özlediler mi acaba ben çok özledim onları. ,üzgün
3727,"Tükendim çok, yaraları açan. Dağılmıyor içimdeki duman.",üzgün
3728,Kreşte öğlen uykusuna yatırıyorlar diye ağladığım günler için pişmanım,üzgün
3729,"Gitmekten yoruldum, artık sadece bir kenarda oturup soluklanmak istiyorum.",üzgün
3730,Her şeyden bıktım ve her şeyin her şeyliğinden de bıktım.,üzgün
